ident,latitude_deg,longitude_deg,term
KHLC,39.3788,-99.8315,z
8MD0,39.377,-77.0172,z
5MO1,39.376,-92.3639,z
9VG9,39.3714,-78.3063,z
KGLD,39.3707,-101.6998,z
96KS,39.3686,-97.7881,z
KFLV,39.3683,-94.9147,z
KMIV,39.3678,-75.0722,z
K1F5,39.3672,-100.4413,z
OH28,39.3667,-83.6,z
6MU5,39.3643,-93.7783,z
K69V,39.3612,-110.917,z
9IN7,39.3548,-86.3074,z
LIED,39.3542,8.9725,z
KRCP,39.3466,-99.3046,z
LEGU,39.3457,-5.1974,z
KPKB,39.3451,-81.4392,z
8CO9,39.3444,-104.581,z
KHLB,39.3429,-85.2584,z
11II,39.3393,-86.0298,z
8WV8,39.3338,-78.105,z
KGPH,39.3325,-94.3096,z
SN92,39.3315,-96.7001,z
79MU,39.3298,-94.5579,z
WV21,39.3298,-77.7962,z
K41U,39.3291,-111.615,z
K22I,39.3281,-82.4418,z
KI34,39.3269,-85.5225,z
56WV,39.3258,-79.6617,z
KMTN,39.3257,-76.4138,z
WV28,39.3243,-80.3976,z
9CL7,39.3208,-121.3628,z
KTRK,39.3186,-120.1406,z
57KS,39.315,-95.9935,z
OH38,39.3132,-81.6152,z
23DE,39.3126,-75.729,z
K26,39.3114,-93.5066,z
69MO,39.3084,-92.4541,z
8IS1,39.3083,-89.9929,z
LL77,39.305,-90.6997,z
1KS3,39.304,-96.7594,z
38N,39.3036,-75.5839,z
K1H8,39.3025,-88.0041,z
85KS,39.3006,-95.2151,z
55KS,39.3004,-98.4584,z
KELY,39.2997,-114.842,z
MD1,39.2992,-75.7994,z
LEPI,39.2982,-2.3787,z
KMCI,39.2976,-94.7139,z
23CD,39.2974,-102.3212,z
KCKB,39.2966,-80.2281,z
VA46,39.2962,-78.3622,z
CD15,39.2958,-104.1218,z
IN53,39.2924,-86.8242,z
48VA,39.2913,-78.3514,z
18CL,39.286,-121.694,z
CO22,39.2796,-102.4747,z
MD11,39.2771,-76.0627,z
9CO8,39.2767,-104.3421,z
KBLU,39.275,-120.71,z
ZBSG,39.2732,112.6916,z
7KS0,39.2711,-95.3171,z
MD46,39.2696,-77.0053,z
12CN,39.2683,-122.1167,z
C07,39.2681,-108.864,z
ZYCH,39.2667,122.6669,z
VA61,39.2653,-77.6536,z
26N,39.2635,-74.6075,z
24IN,39.2628,-86.289,z
W48,39.2626,-76.433,z
KBAK,39.2624,-85.8956,z
IN57,39.2614,-87.4212,z
CO03,39.26,-106.912,z
KI67,39.2589,-84.7743,z
8CD4,39.2587,-104.6348,z
VA62,39.2579,-77.6541,z
LIEE,39.2515,9.0543,z
CO93,39.25,-104.891,z
2OA2,39.2479,-83.9164,z
W50,39.2445,-77.1486,z
05MD,39.2442,-76.1987,z
91KS,39.243,-96.0328,z
1LL5,39.2428,-89.5508,z
KITR,39.2425,-102.285,z
1IL1,39.2416,-89.4266,z
OH65,39.2403,-84.0989,z
KA34,39.2386,-119.555,z
2MD3,39.229,-77.3453,z
0CN2,39.2286,-121.6883,z
SN83,39.2272,-94.9514,z
SN90,39.227,-95.1922,z
17OI,39.2264,-83.3176,z
RHT,39.225,101.546,z
CO15,39.2247,-104.64,z
ZKPY,39.2241,125.67,z
KGOO,39.224,-121.003,z
KASE,39.2232,-106.869,z
02KS,39.2214,-96.0571,z
CA21,39.2205,-121.2139,z
4CO7,39.2204,-104.6807,z
LGBL,39.2196,22.7943,z
KOBI,39.2192,-74.7948,z
K33N,39.2187,-75.6004,z
49KS,39.2141,-96.6723,z
KUNI,39.2118,-82.2295,z
LPSO,39.2116,-8.0565,z
K4K3,39.21,-93.9269,z
LPSR,39.2095,-8.6883,z
91IN,39.2086,-85.9749,z
N15,39.2024,-117.0726,z
0N4,39.2023,-75.4855,z
2Q5,39.2016,-119.6834,z
II72,39.1958,-85.2056,z
KCXP,39.1922,-119.734,z
5KS1,39.192,-95.2159,z
OITU,39.1913,44.9285,z
KHOC,39.1888,-83.5388,z
1LL4,39.1832,-89.6973,z
CN86,39.1821,-121.2815,z
KO08,39.179,-121.993,z
WV64,39.1781,-81.5237,z
LGSK,39.1771,23.5037,z
4WV4,39.1763,-79.0681,z
KBWI,39.1754,-76.6683,z
73MD,39.1753,-76.2425,z
IN08,39.1692,-87.1893,z
KGAI,39.1683,-77.166,z
KEOP,39.1669,-82.9282,z
ZKWS,39.1668,127.486,z
K79D,39.1662,-80.0626,z
75WV,39.1659,-80.6508,z
K3LF,39.1625,-89.6746,z
KMYJ,39.1575,-91.8183,z
81KS,39.1562,-95.5775,z
OA16,39.1561,-84.7817,z
33KS,39.1524,-95.6101,z
25CD,39.1523,-105.7202,z
4CL3,39.1461,-122.3567,z
MD23,39.1448,-76.0405,z
KOKV,39.1435,-78.1444,z
MD59,39.1398,-76.0936,z
KBAB,39.1361,-121.437,z
49IN,39.1317,-87.382,z
OI59,39.1317,-81.9318,z
27KS,39.1301,-101.7138,z
KDOV,39.1295,-75.466,z
MU77,39.1292,-92.7307,z
21OI,39.1281,-84.0927,z
9CO9,39.1279,-108.1433,z
KGJT,39.1267,-108.5294,z
KUKI,39.126,-123.201,z
01VA,39.125,-77.925,z
MD62,39.125,-76.0016,z
LPSC,39.1242,-9.3798,z
KMKC,39.1232,-94.5928,z
15N,39.1196,-75.5838,z
2CD3,39.1195,-104.4318,z
2WV3,39.1163,-81.3925,z
KSIV,39.1147,-87.4483,z
UBBZ,39.1144,46.7439,z
2KS8,39.1137,-98.4034,z
LTBZ,39.1131,30.1281,z
SN22,39.1122,-94.9561,z
MO39,39.111,-91.0404,z
KLUK,39.1024,-84.4189,z
07NV,39.1022,-114.0535,z
06NV,39.0983,-114.1503,z
27MD,39.0983,-75.895,z
KMYV,39.0978,-121.57,z
KMHL,39.0958,-93.2029,z
94MD,39.0883,-76.1305,z
33LL,39.087,-88.2907,z
KI69,39.0784,-84.2102,z
KJYO,39.078,-77.5575,z
IS24,39.0778,-89.0817,z
53CN,39.0749,-121.918,z
KHIG,39.0729,-93.6775,z
K1H2,39.0704,-88.5335,z
23KS,39.0701,-94.949,z
KTOP,39.0699,-95.6226,z
UTSH,39.068,66.7584,z
NV02,39.0669,-117.4203,z
03PR,39.0659,-94.9384,z
JY04,39.0644,-74.9071,z
3VA7,39.0618,-78.0924,z
38K,39.0616,-98.5263,z
K71,39.0581,-98.167,z
LGMT,39.0573,26.5989,z
4IL4,39.0564,-88.8161,z
KFRI,39.053,-96.7642,z
KCVG,39.0488,-84.6678,z
5V4,39.048,-104.2932,z
IG04,39.0461,-85.1567,z
1KS9,39.0456,-94.949,z
KOVO,39.0456,-85.6053,z
8IN7,39.0453,-85.5153,z
MO93,39.0448,-91.1481,z
K3JC,39.0445,-96.8446,z
1I3,39.0427,-87.0027,z
74MU,39.04,-91.1304,z
LETE,39.0369,-6.6906,z
VA17,39.0359,-78.3922,z
71KY,39.0348,-84.8727,z
05NV,39.0311,-114.0882,z
MU23,39.0307,-92.3933,z
3OH7,39.0301,-84.0466,z
3VA5,39.0289,-77.625,z
95KS,39.0262,-96.015,z
93CO,39.0253,-105.6098,z
KRSV,39.016,-87.6498,z
K3GV,39.0151,-94.2153,z
2T2,39.0139,-88.5389,z
LECT,39.0136,-4.3871,z
KD83,39.0127,-123.383,z
0N6,39.0126,-75.5335,z
SU01,39.0122,8.6018,z
KLWC,39.0112,-95.2166,z
K0H1,39.0045,-99.8929,z
KO43,39.0041,-119.158,z
2DE3,39.002,-75.6822,z
KW22,39.0005,-80.2737,z
KMEV,39.0003,-119.751,z
01MD,38.9992,-76.456,z
LIBC,38.9972,17.0802,z
KW99,38.9949,-79.1459,z
LPMO,38.9935,-8.142,z
KVLA,38.9915,-89.1662,z
K1O2,38.9906,-122.901,z
90KS,38.9822,-95.5937,z
KI43,38.9814,-82.5779,z
KCGS,38.9806,-76.9223,z
17IN,38.9784,-85.1097,z
5CA9,38.9777,-122.718,z
73IN,38.9766,-87.0227,z
64KS,38.9765,-98.4714,z
W29,38.9764,-76.3296,z
45OH,38.976,-84.2195,z
ZWRQ,38.9747,88.0083,z
KAFF,38.9725,-104.8211,z
2VG2,38.9718,-77.8697,z
KRJD,38.9701,-75.8663,z
LGSY,38.9676,24.4872,z
ZYTL,38.9657,121.5385,z
KU34,38.9614,-110.227,z
6CO2,38.9607,-107.9584,z
KLXT,38.9597,-94.3714,z
KFOM,38.9583,-112.363,z
1II3,38.9579,-87.3946,z
KAUN,38.9548,-121.082,z
VA79,38.9529,-77.7469,z
MU32,38.9516,-92.4479,z
KFOE,38.9509,-95.6636,z
LEAB,38.9485,-1.8635,z
KVER,38.9467,-92.6827,z
K00V,38.9458,-104.57,z
MO87,38.9456,-94.1613,z
KIAD,38.9445,-77.4558,z
KANP,38.9429,-76.5684,z
W00,38.9414,-76.7724,z
8KY6,38.9344,-84.5665,z
UTAV,38.9307,63.564,z
7LL3,38.9306,-88.1559,z
KI18,38.9298,-81.8195,z
KSET,38.9297,-90.43,z
LGPZ,38.9255,20.7653,z
3IL1,38.9253,-89.6622,z
KSER,38.9236,-85.9074,z
KGAB,38.9232,-117.9572,z
E36,38.9211,-120.865,z
MO74,38.9194,-92.1637,z
3W3,38.9182,-76.358,z
KFRR,38.9175,-78.2535,z
K3I2,38.9146,-82.0986,z
7IS7,38.9141,-89.6698,z
2DE8,38.9136,-75.3453,z
LEPZ,38.9122,-4.1911,z
II30,38.912,-87.4067,z
MU89,38.912,-91.0357,z
2OH7,38.9112,-84.026,z
KLHM,38.9092,-121.351,z
6KS4,38.9073,-101.7853,z
LICA,38.9052,16.2438,z
K78,38.9041,-97.2359,z
ZBTG,38.8981,117.6572,z
LELM,38.895,-1.1132,z
4MO9,38.8933,-94.1073,z
MO45,38.8922,-91.566,z
LEBZ,38.8913,-6.8213,z
KEKN,38.8898,-79.8577,z
95IN,38.8875,-85.8264,z
35CO,38.8866,-103.8126,z
51CO,38.8856,-107.804,z
73MU,38.8846,-91.97,z
LPAR,38.8833,-9.0301,z
KGEO,38.8819,-83.8827,z
VG55,38.8811,-78.5582,z
0MU7,38.875,-94.1397,z
CA18,38.875,-121.7102,z
KA50,38.8744,-104.41,z
2MO7,38.8739,-91.0899,z
LEIB,38.8729,1.3731,z
KRSL,38.8721,-98.8118,z
25CL,38.8672,-121.4894,z
1KS6,38.8667,-97.5364,z
LTCU,38.8601,40.5945,z
LERL,38.8565,-3.9699,z
6CO0,38.8522,-108.0178,z
KDCA,38.8521,-77.0377,z
0CO2,38.8519,-106.9283,z
2IG4,38.8518,-87.4999,z
KAMT,38.8515,-83.5663,z
2OA7,38.8514,-84.1056,z
7KS2,38.8508,-95.4679,z
01U,38.8498,-115.635,z
KD74,38.8497,-75.6128,z
3CO1,38.8495,-107.8327,z
45MO,38.849,-90.6391,z
KOJC,38.8476,-94.7376,z
29CN,38.845,-120.8311,z
KHYS,38.8445,-99.2731,z
6MD1,38.8424,-75.9157,z
KPMH,38.8405,-82.8473,z
CA07,38.8402,-121.562,z
KBFR,38.84,-86.4454,z
44CO,38.8399,-107.7928,z
KN59,38.8394,-119.338,z
KGRE,38.8368,-89.3765,z
CO76,38.8357,-107.867,z
12CO,38.8355,-107.8152,z
5CO1,38.8351,-107.8584,z
KGAS,38.8341,-82.1634,z
4KS9,38.834,-99.0629,z
8CO5,38.8336,-107.8928,z
UTSL,38.8336,65.9215,z
NV33,38.8332,-119.396,z
K7V2,38.8314,-107.6458,z
LPST,38.8311,-9.3396,z
KIXD,38.8309,-94.8903,z
5CO0,38.8295,-102.3006,z
4KT4,38.8287,-84.8173,z
SN45,38.8284,-95.2672,z
14P,38.8238,-81.3488,z
4KY7,38.8235,-84.6863,z
SN21,38.8227,-95.2884,z
KCOU,38.8181,-92.2196,z
80CA,38.8171,-120.9225,z
20KY,38.8157,-84.674,z
KAEJ,38.8129,-106.1201,z
CN40,38.8125,-121.8119,z
RJSY,38.8122,139.787,z
KADW,38.8108,-76.867,z
LTBT,38.8089,27.8339,z
9KS6,38.8085,-100.5705,z
0KS4,38.8072,-95.3701,z
NV31,38.8061,-117.0315,z
KCOS,38.8058,-104.701,z
88MD,38.8044,-75.9534,z
3LL9,38.8042,-89.6089,z
KESN,38.8042,-76.069,z
0IL2,38.8031,-88.9978,z
7KY2,38.8027,-84.6619,z
UTSK,38.8022,65.7731,z
ZLZY,38.8019,100.675,z
E55,38.8013,-123.53,z
01CL,38.7999,-120.734,z
MD64,38.7996,-76.2724,z
2MO0,38.7867,-93.8675,z
KAJZ,38.7864,-108.064,z
KRCM,38.7842,-93.8029,z
43MO,38.7833,-94.3701,z
LPPT,38.7813,-9.1359,z
MU18,38.781,-91.1645,z
73KS,38.7806,-99.2212,z
H07,38.7793,-89.6404,z
WV76,38.7776,-81.3104,z
LEEM,38.7775,-6.9911,z
KO60,38.776,-122.993,z
LTAZ,38.7719,34.5345,z
MU26,38.7708,-94.5591,z
3VA1,38.7706,-77.7973,z
LTAU,38.7704,35.4954,z
KLWV,38.7643,-87.6055,z
LPLA,38.7618,-27.0908,z
7CO6,38.7603,-104.1014,z
KIMS,38.7589,-85.4655,z
CO90,38.7583,-104.307,z
UBBL,38.7579,48.807,z
KD17,38.7575,-108.148,z
KCNY,38.755,-109.755,z
54CN,38.7541,-120.899,z
K9K7,38.7523,-98.2288,z
20CL,38.7493,-122.367,z
KSTL,38.7487,-90.37,z
AXF,38.7483,105.5886,z
LELA,38.7479,-3.5146,z
VKX,38.7476,-76.9572,z
SN47,38.7421,-96.0998,z
3CO0,38.7383,-108.0006,z
KM45,38.7347,-119.767,z
SN85,38.7347,-95.1058,z
41KS,38.7343,-94.7984,z
KRIF,38.7341,-112.1016,z
K3K6,38.7329,-89.8066,z
LESE,38.7308,-4.3131,z
KSZL,38.7303,-93.5479,z
43NV,38.7287,-119.4661,z
K1H0,38.7268,-90.5083,z
LTAH,38.7264,30.6011,z
LPCS,38.725,-9.3552,z
KPVF,38.7242,-120.753,z
15VA,38.7223,-77.8997,z
KOLY,38.7218,-88.1764,z
KHEF,38.7214,-77.5154,z
MO37,38.7213,-94.3811,z
61IN,38.7137,-85.6036,z
MO98,38.7133,-94.5853,z
LPMT,38.7093,-9.0337,z
19KY,38.7065,-84.6002,z
K63M,38.7052,-91.4906,z
CA51,38.7046,-123.433,z
KK62,38.7042,-84.3916,z
00AA,38.704,-101.4739,z
K99V,38.7037,-107.647,z
KDCY,38.7004,-87.1297,z
SN78,38.6981,-94.7192,z
7CL9,38.6965,-120.7329,z
KSMF,38.6954,-121.591,z
NV83,38.6941,-117.1468,z
VA87,38.6922,-77.5517,z
39K,38.692,-95.69,z
KGED,38.6892,-75.3589,z
K48I,38.687,-80.6518,z
KOEA,38.6852,-87.5431,z
3MO2,38.685,-91.3382,z
KO61,38.684,-120.988,z
LTBO,38.6815,29.4717,z
8GK,38.6795,-84.9289,z
KFCS,38.6784,-104.757,z
K63,38.6764,-96.5727,z
9CO3,38.6754,-108.9881,z
L36,38.675,-121.445,z
KO41,38.6739,-121.872,z
02MD,38.6725,-76.7097,z
LENE,38.6697,-3.3032,z
KMCC,38.6676,-121.401,z
KW45,38.6671,-78.5006,z
LPSJ,38.6655,-28.1758,z
7CL8,38.6641,-114.632,z
KSUS,38.6621,-90.652,z
9KS1,38.6594,-95.0922,z
K8W2,38.6557,-78.709,z
07MO,38.6556,-93.6245,z
O31,38.6535,-122.899,z
KSLO,38.6429,-88.9642,z
MO23,38.6406,-92.5292,z
53K,38.6335,-95.8018,z
0KS0,38.6333,-95.9253,z
64I,38.6312,-85.4436,z
LEOT,38.6157,-1.5265,z
05CL,38.6107,-122.391,z
KLRY,38.6099,-94.3435,z
KAJG,38.6065,-87.7267,z
VG57,38.6057,-77.5847,z
IN15,38.6049,-87.4633,z
I83,38.6043,-86.151,z
LTCA,38.598,39.2835,z
ZBXZ,38.5975,112.9692,z
K2W5,38.5966,-77.0726,z
60CL,38.5945,-121.5682,z
KJEF,38.5912,-92.1561,z
3IN6,38.5883,-85.5058,z
KMO6,38.5876,-90.9938,z
KHWY,38.5863,-77.7106,z
I42,38.5845,-86.4651,z
KDWA,38.5791,-121.857,z
K2O3,38.5785,-122.435,z
SN88,38.5714,-94.7181,z
CL36,38.5694,-122.804,z
4VA9,38.5692,-77.92,z
1MD1,38.5691,-76.2862,z
IN44,38.5642,-86.0575,z
SN42,38.561,-95.2067,z
KMHR,38.5547,-121.298,z
KDWU,38.5545,-82.738,z
LPPI,38.5543,-28.4413,z
3VA3,38.5515,-77.7154,z
E20,38.551,-122.2277,z
KK94,38.5468,-99.2898,z
0MO1,38.5465,-94.0966,z
KBLV,38.5452,-89.8352,z
KHTH,38.5444,-118.634,z
UTDD,38.5437,68.823,z
ZLJC,38.5422,102.3483,z
KN06,38.5422,-75.5944,z
KFGX,38.5418,-83.7434,z
KK81,38.5397,-94.9205,z
KCGE,38.5393,-76.0304,z
KOWI,38.5387,-95.253,z
KANK,38.5383,-106.049,z
KGUC,38.5347,-106.9346,z
9IN4,38.5344,-87.5917,z
LPEV,38.5335,-7.8896,z
40KS,38.5317,-95.4515,z
KEDU,38.5315,-121.7865,z
KCJR,38.5267,-77.8589,z
MD14,38.5242,-76.6832,z
MD83,38.5198,-77.0691,z
DE21,38.5179,-75.1599,z
LTFA,38.5176,26.9774,z
2IL7,38.5153,-90.0279,z
KENL,38.5151,-89.0911,z
LEIZ,38.5131,-3.3643,z
LTBL,38.513,27.0101,z
KSAC,38.5125,-121.493,z
MD05,38.5109,-77.1222,z
KMTJ,38.5098,-107.894,z
KSTS,38.509,-122.813,z
5MU5,38.509,-94.4843,z
KFRH,38.5062,-86.6369,z
8WV3,38.5061,-80.0234,z
39CO,38.5035,-107.7215,z
KNYG,38.5017,-77.3053,z
0IN1,38.5,-87.5959,z
UT53,38.4938,-109.4466,z
03MU,38.4925,-94.4125,z
6LL6,38.4917,-89.6634,z
62MD,38.4888,-76.6436,z
VA52,38.4851,-78.9453,z
3VG7,38.4846,-77.6128,z
YEH,38.4819,106.009,z
27WV,38.4788,-81.8037,z
K9V7,38.4785,-102.8109,z
K48K,38.4733,-99.9093,z
K1H3,38.4716,-91.8173,z
OADZ,38.4618,70.8816,z
1KS1,38.4589,-95.2265,z
CA57,38.4583,-122.05,z
73CA,38.4577,-120.042,z
K3K7,38.457,-101.353,z
32CO,38.4547,-105.0819,z
5K2,38.4509,-101.7501,z
0KS5,38.4507,-98.7976,z
CN13,38.4432,-121.509,z
6MD8,38.4415,-75.4031,z
LEMU,38.4406,-0.4753,z
4MD3,38.4399,-75.1594,z
CA71,38.4398,-120.8879,z
CO19,38.4357,-105.2603,z
CA39,38.4346,-122.5635,z
1VA9,38.4329,-77.4705,z
CA20,38.4326,-121.0165,z
MD35,38.4322,-75.6592,z
WV52,38.4308,-79.8255,z
K1V6,38.4297,-105.1086,z
3VS,38.4278,-92.8752,z
OITK,38.4275,44.9736,z
KMLF,38.4266,-113.012,z
72MO,38.426,-91.2454,z
MU72,38.4247,-90.8966,z
LEVE,38.4206,-6.3569,z
11MD,38.42,-75.6317,z
KHTW,38.4191,-82.4949,z
1IL4,38.4187,-90.1312,z
NV07,38.4147,-115.037,z
RJSC,38.4119,140.371,z
1N5,38.4111,-75.6147,z
RJST,38.4049,141.22,z
0R2,38.4039,-93.333,z
IN30,38.4022,-87.5993,z
7VA9,38.3988,-79.5997,z
KRMN,38.3981,-77.4555,z
SN37,38.3864,-96.7312,z
3Q0,38.3833,-118.101,z
RK21,38.3825,128.4581,z
3CN7,38.3791,-121.2217,z
KFWC,38.3786,-88.4127,z
KO70,38.3768,-120.794,z
KVCB,38.3768,-121.962,z
2KY5,38.375,-83.1547,z
KCRW,38.3731,-81.5932,z
KHTS,38.3667,-82.558,z
VBW,38.3667,-78.9603,z
K0I8,38.3662,-84.2833,z
KJVY,38.3654,-85.7382,z
MD50,38.3612,-76.4052,z
6KY6,38.3606,-85.3631,z
ZLYL,38.3597,109.5909,z
VA42,38.359,-77.4527,z
62KS,38.3586,-96.491,z
9K0,38.3581,-96.5445,z
LTAO,38.3537,38.2539,z
KMPR,38.3524,-97.6913,z
KRAW,38.3469,-93.3454,z
KGBD,38.3443,-98.8592,z
12WV,38.3433,-82.1121,z
KM66,38.3409,-97.2139,z
LGTG,38.3398,23.565,z
KLYO,38.3395,-98.2287,z
43K,38.3375,-96.9917,z
MD06,38.3368,-76.8806,z
II39,38.3362,-87.4678,z
08UT,38.335,-109.1352,z
3LL6,38.335,-89.7697,z
WV63,38.3346,-80.6531,z
KNDY,38.3325,-77.0372,z
KEMP,38.3321,-96.1912,z
8KT8,38.3319,-85.078,z
0IN5,38.3294,-86.0334,z
6KY3,38.3286,-85.2142,z
OITL,38.3257,48.4244,z
KMVN,38.3228,-88.8593,z
ZLIC,38.3228,106.3932,z
IN80,38.3214,-86.4908,z
LTBK,38.3191,27.1594,z
VG54,38.3191,-78.7638,z
VG12,38.3178,-77.8674,z
MO78,38.3158,-91.7807,z
K2W6,38.3154,-76.5501,z
KOXB,38.3104,-75.124,z
VG43,38.3071,-78.099,z
KF72,38.3049,-121.43,z
2MD1,38.3044,-76.7288,z
83LL,38.3036,-89.8551,z
65CN,38.3034,-121.2509,z
MO75,38.3027,-94.0513,z
KUKL,38.3025,-95.725,z
MU14,38.2994,-91.6898,z
SN72,38.299,-95.4408,z
19IS,38.2959,-88.557,z
40KY,38.2934,-85.205,z
LTBJ,38.2924,27.157,z
KBUM,38.2898,-94.3401,z
KPUB,38.2891,-104.497,z
0MD2,38.2878,-76.8676,z
KNHK,38.286,-76.4118,z
1IN5,38.2848,-87.382,z
LEAL,38.2822,-0.5582,z
ZBSJ,38.2807,114.697,z
K68,38.2772,-95.2153,z
39MD,38.275,-76.724,z
LL26,38.2724,-89.8575,z
LEBE,38.2711,-2.9489,z
MO30,38.2699,-92.8115,z
6LL4,38.2669,-89.8935,z
KEZF,38.2668,-77.4492,z
KO57,38.2639,-119.2228,z
KSHD,38.2638,-78.8964,z
CA19,38.2635,-120.924,z
KSUU,38.2627,-121.927,z
K3I4,38.2584,-80.6508,z
KO69,38.2578,-122.606,z
0Q9,38.2577,-122.434,z
5CA8,38.2565,-120.9318,z
KU13,38.2517,-112.2233,z
KHNB,38.249,-86.9537,z
RK40,38.2488,127.3783,z
KOMH,38.2472,-78.0456,z
ZWSC,38.2454,77.0561,z
4KS6,38.2417,-95.9067,z
RK44,38.2398,128.2083,z
7IN3,38.2396,-87.7871,z
KAIB,38.239,-108.5634,z
IN14,38.239,-86.0194,z
LG56,38.2362,25.9387,z
RJSU,38.2356,140.923,z
ZWCM,38.2345,85.4655,z
K27K,38.2344,-84.4347,z
KUUV,38.2335,-91.1643,z
KSXL,38.2316,-80.8708,z
MD45,38.2307,-76.6288,z
KU52,38.2307,-112.675,z
KLOU,38.228,-85.6637,z
3LL1,38.2238,-89.7067,z
0Q3,38.2235,-122.45,z
3IS6,38.2228,-88.8839,z
MU11,38.2209,-93.0127,z
WV08,38.2206,-81.5288,z
0CO6,38.2194,-108.213,z
RK41,38.2163,127.6566,z
M97,38.215,-83.5876,z
KAPC,38.2132,-122.281,z
11VG,38.2095,-77.0011,z
KLQR,38.2086,-99.086,z
K1O3,38.2024,-121.268,z
ZLHX,38.2016,90.8378,z
CD03,38.1982,-102.5669,z
5MD5,38.1965,-75.7096,z
05KT,38.1871,-84.9301,z
SN29,38.1855,-99.5361,z
KFFT,38.1817,-84.9068,z
RK36,38.1766,127.1021,z
LICJ,38.176,13.091,z
KSDF,38.1744,-85.736,z
LEGC,38.1717,-5.7395,z
65MD,38.17,-76.5209,z
1CO2,38.1625,-108.34,z
KGVE,38.156,-78.1658,z
RK15,38.155,127.3141,z
LGRX,38.1511,21.4256,z
48MD,38.1491,-75.6622,z
KSAR,38.1489,-89.6987,z
KNUI,38.1442,-76.4269,z
KDVO,38.1436,-122.556,z
1IN4,38.1434,-85.9851,z
MD01,38.1433,-76.3572,z
4VG8,38.1423,-77.5277,z
RK19,38.1399,127.7401,z
RJSS,38.1397,140.917,z
RK17,38.1396,128.0091,z
99CO,38.1365,-104.8151,z
OITT,38.1339,46.235,z
24MO,38.1327,-92.8307,z
50KY,38.1298,-84.3302,z
KVIH,38.1274,-91.7695,z
WV95,38.1267,-81.0797,z
19T,38.126,-92.7164,z
1VG2,38.1247,-76.6886,z
3KY9,38.1223,-85.1262,z
RK22,38.12,127.6861,z
RK82,38.1197,128.0402,z
VA23,38.1197,-76.6137,z
MO99,38.1175,-93.0733,z
52KY,38.1174,-84.3017,z
LENN,38.1149,-4.1155,z
2MO4,38.1142,-94.176,z
CO73,38.1117,-102.2152,z
SN91,38.1116,-96.114,z
LICP,38.1108,13.3133,z
KK15,38.1105,-92.6805,z
31KY,38.1099,-84.3387,z
LGTT,38.1089,23.7838,z
RK43,38.1062,128.201,z
04V,38.0991,-106.1744,z
KAIZ,38.096,-92.5495,z
KO20,38.0916,-121.359,z
KCUL,38.0895,-88.1231,z
WV32,38.089,-81.0651,z
II89,38.0866,-87.6821,z
RK13,38.0866,127.9868,z
24LL,38.0859,-89.4603,z
RK18,38.0832,127.269,z
20VA,38.0824,-77.4883,z
LPBJ,38.0789,-7.9324,z
W13,38.0771,-78.9442,z
3LL8,38.076,-88.5384,z
RK16,38.0757,127.5211,z
CO80,38.0725,-104.046,z
LICR,38.0712,15.6516,z
KAPH,38.0686,-77.3193,z
KLAA,38.0664,-102.6914,z
KHUT,38.0655,-97.8606,z
LGEL,38.0638,23.556,z
5IL2,38.0633,-89.3874,z
RKNY,38.0613,128.669,z
KTPH,38.0602,-117.087,z
RJSD,38.0602,138.414,z
KIOB,38.0581,-83.9796,z
RK42,38.0559,127.7974,z
09CO,38.0553,-103.6508,z
K7V9,38.0539,-103.2387,z
9VA0,38.0526,-79.7289,z
CO95,38.0524,-107.9849,z
KLHX,38.0497,-103.509,z
2MD0,38.049,-75.7042,z
I91,38.0421,-87.3161,z
6MO4,38.0404,-93.7657,z
KEVV,38.037,-87.5324,z
II49,38.0367,-86.9108,z
KLEX,38.0365,-84.6059,z
K08,38.0352,-102.1167,z
RK38,38.0289,127.1416,z
RK14,38.0266,127.367,z
23WV,38.0258,-80.9828,z
3MO,38.0186,-93.6931,z
KW41,38.0183,-75.8258,z
KTEL,38.0177,-86.6909,z
1CO5,38.0162,-103.6946,z
KC08,38.0132,-105.3743,z
82KS,38.0121,-94.8579,z
UT1G,38.012,58.195,z
3EV,38.0117,-87.5947,z
KLKU,38.0098,-77.9701,z
ZLHB,38.0081,100.6451,z
KH96,38.0067,-88.9344,z
MD57,38.006,-75.6162,z
K3K3,37.9971,-101.7482,z
RK6X,37.9936,126.9192,z
CN95,37.9933,-121.4923,z
0IN9,37.9932,-87.9486,z
SN08,37.9917,-97.6564,z
VG19,37.9905,-75.5929,z
87CD,37.9899,-104.7608,z
KCCR,37.9897,-122.057,z
UTAA,37.9868,58.361,z
6MO2,37.9858,-90.0412,z
KK79,37.9845,-99.8943,z
LGMG,37.9811,23.3654,z
SN95,37.9791,-98.4,z
LTAN,37.979,32.5619,z
KPJY,37.9779,-89.3605,z
KH21,37.974,-92.6913,z
VG29,37.9698,-76.7089,z
K36K,37.9695,-101.255,z
7W4,37.9657,-77.7458,z
03II,37.962,-87.7789,z
3TA,37.9595,-98.6478,z
KO24,37.9583,-119.107,z
RK32,37.9562,128.3165,z
RJSN,37.9559,139.121,z
KTEX,37.9538,-107.908,z
KY8,37.9532,-86.8572,z
KHSP,37.9514,-79.8339,z
LERI,37.9511,-1.2303,z
LTFB,37.9507,27.329,z
4CA2,37.9469,-121.647,z
KWAL,37.9408,-75.4623,z
LGAV,37.9364,23.9445,z
K07,37.9357,-91.8135,z
MXC,37.9324,-109.3412,z
