ident,latitude_deg,longitude_deg,term
2CD9,40.6814,-105.1386,z
II75,40.6792,-85.4153,z
70NJ,40.6776,-75.0246,z
KRVL,40.6774,-77.6268,z
K02G,40.6733,-80.6414,z
NE80,40.6731,-96.6378,z
KPIA,40.6642,-89.6933,z
II08,40.6609,-87.4397,z
PA25,40.6593,-75.8738,z
KFSW,40.6591,-91.3278,z
LIBR,40.6576,17.947,z
LPAV,40.6567,-8.7415,z
2NJ5,40.652,-75.186,z
KABE,40.6518,-75.4428,z
K08K,40.6514,-98.0798,z
LGAX,40.6511,22.4887,z
K1Q2,40.6502,-120.7685,z
KGUS,40.6481,-86.1521,z
5D6,40.6481,-81.0687,z
07IA,40.6479,-95.0214,z
PS11,40.6453,-77.5553,z
K47V,40.64,-100.4745,z
KJFK,40.6394,-73.7793,z
04IL,40.6375,-89.007,z
OI11,40.6374,-81.1121,z
LWD,40.6333,-93.9022,z
LIEA,40.6321,8.2908,z
UBEE,40.6319,47.1419,z
KIDI,40.6311,-79.1019,z
2NE8,40.6287,-96.5629,z
K17V,40.6275,-102.6009,z
2OH4,40.6245,-82.6355,z
54II,40.6245,-86.1553,z
LIRI,40.6204,14.9113,z
KU42,40.6195,-111.993,z
KCEK,40.6179,-96.9249,z
KLDJ,40.6174,-74.2446,z
3CO2,40.6164,-103.3324,z
KMNN,40.6162,-83.0635,z
KSTK,40.6135,-103.2638,z
KTVY,40.6123,-112.351,z
KI95,40.6107,-83.6436,z
4II0,40.6095,-86.7383,z
UAFO,40.609,72.7933,z
37NE,40.6078,-96.3078,z
KAFK,40.6069,-95.8657,z
2NE3,40.6063,-96.6214,z
KHSI,40.6053,-98.4279,z
9G1,40.6033,-79.826,z
1IN9,40.5949,-85.4245,z
5NJ2,40.5928,-74.8404,z
UB12,40.5916,49.5574,z
N85,40.5876,-75.0184,z
5I6,40.5868,-86.2576,z
KFMZ,40.5861,-97.5731,z
KN51,40.5837,-74.7362,z
ZYXC,40.5803,120.7004,z
1A8,40.58,-119.3509,z
2IS9,40.5781,-88.7078,z
O85,40.5749,-122.408,z
1I8,40.5732,-85.8997,z
KXLL,40.5701,-75.4868,z
KCTK,40.5691,-90.0748,z
74IN,40.5684,-85.3444,z
KTSO,40.5619,-81.0775,z
ZBOW,40.56,109.997,z
NE94,40.5568,-97.2095,z
KFOT,40.5539,-124.133,z
1PA4,40.5521,-77.6114,z
PN53,40.5515,-78.6234,z
RJSH,40.5512,141.4654,z
NE08,40.5479,-101.9783,z
KF62,40.5471,-123.182,z
06IS,40.5464,-91.2743,z
IN00,40.5453,-87.0522,z
1I9,40.5428,-86.6817,z
ZYYK,40.5425,122.3586,z
NJ61,40.5411,-75.0243,z
O12,40.541,-84.4907,z
K43,40.5402,-93.0255,z
5I2,40.5398,-86.5483,z
PS20,40.5373,-76.4663,z
K10G,40.5372,-81.9544,z
7G1,40.5334,-80.5401,z
LGSD,40.5331,23.0253,z
KOKK,40.5282,-86.059,z
K4I9,40.5245,-82.8501,z
K47N,40.5244,-74.5984,z
0PS7,40.5224,-76.8463,z
65CO,40.5208,-104.9667,z
LGTS,40.5193,22.97,z
68PA,40.5182,-75.9163,z
LIBG,40.5175,17.4032,z
KSBS,40.5163,-106.866,z
K0V3,40.5155,-98.9462,z
CO48,40.5122,-104.6513,z
KIML,40.5093,-101.621,z
KRDD,40.509,-122.293,z
3NE3,40.5069,-99.3165,z
1CD4,40.5062,-106.9479,z
NV89,40.5023,-116.5468,z
KCAG,40.4952,-107.522,z
KAXV,40.4934,-84.2989,z
D63,40.492,-123.5981,z
KPIT,40.4915,-80.2329,z
2PA6,40.4912,-76.0977,z
KMZZ,40.4899,-85.6797,z
KC15,40.4882,-89.6759,z
LETO,40.4879,-3.4568,z
34PN,40.4856,-77.2206,z
8N1,40.4848,-76.2636,z
KCQA,40.4841,-84.5601,z
9N1,40.4836,-75.1009,z
9IS2,40.4829,-88.2675,z
8NE3,40.482,-101.8072,z
KHCR,40.4818,-111.429,z
KHDN,40.4812,-107.218,z
NJ50,40.4807,-74.9618,z
MO17,40.4804,-95.6485,z
KBMI,40.4771,-88.9159,z
1G8,40.4759,-80.6281,z
LEMD,40.4719,-3.5626,z
KPHD,40.4709,-81.4197,z
67CO,40.47,-104.8138,z
92NJ,40.4684,-75.0024,z
MU09,40.4668,-95.0234,z
PA74,40.4652,-76.8407,z
K9G8,40.4612,-78.7752,z
9IN0,40.4534,-85.2888,z
KHDE,40.4521,-99.3365,z
KPLD,40.4508,-84.9901,z
KFNL,40.4497,-105.0113,z
K1C1,40.449,-88.1277,z
K03D,40.4473,-92.227,z
UTKK,40.4472,70.9891,z
LL32,40.4466,-88.0653,z
LGKA,40.4463,21.2822,z
KK57,40.4458,-95.3628,z
CN42,40.4457,-121.882,z
3PN9,40.4444,-79.5581,z
9N7,40.4429,-76.4416,z
KGXY,40.4374,-104.633,z
KVEL,40.4362,-109.5117,z
KMUI,40.4352,-76.5687,z
KUKT,40.4352,-75.3819,z
ZWAL,40.4347,81.2621,z
81IL,40.4339,-89.3566,z
62IN,40.4316,-85.9784,z
8I3,40.4283,-86.2011,z
II67,40.4273,-85.3737,z
OA14,40.4264,-81.3202,z
0H7,40.4216,-91.7063,z
7MO,40.4208,-93.5988,z
2II0,40.4176,-86.1502,z
0PN4,40.4129,-77.2414,z
KLAF,40.4129,-86.9394,z
PS03,40.4104,-75.2293,z
LETL,40.4103,-1.2174,z
UB18,40.4084,50.2003,z
5E9,40.4079,-83.2152,z
MO82,40.4066,-92.0559,z
1PS9,40.4034,-75.3705,z
39LL,40.4014,-91.3031,z
K0G3,40.4008,-96.1704,z
K39N,40.3992,-74.6589,z
7N8,40.3982,-75.5643,z
WV42,40.3978,-80.622,z
7G4,40.3965,-78.4537,z
15MO,40.3916,-92.5647,z
9PA2,40.3886,-75.4418,z
II70,40.3849,-86.0632,z
OI49,40.3839,-83.1069,z
4NE8,40.3828,-101.152,z
KRDG,40.3785,-75.9652,z
5G8,40.3765,-79.6084,z
OA11,40.3761,-84.255,z
KSVE,40.3757,-120.573,z
2CO3,40.375,-104.873,z
KEDJ,40.3723,-83.819,z
LECU,40.3707,-3.7851,z
OH40,40.37,-83.1122,z
95IS,40.3694,-91.3886,z
K6G4,40.3651,-82.4957,z
34IL,40.3615,-90.1098,z
1PA6,40.361,-76.7439,z
3OH8,40.3608,-81.4233,z
LINL,40.3597,18.2979,z
K2G2,40.3594,-80.7001,z
UTKF,40.3588,71.745,z
UT10,40.3572,-112.018,z
30NE,40.3558,-98.6858,z
KAGC,40.3544,-79.9302,z
KEVU,40.3525,-94.915,z
K9D4,40.3518,-76.3296,z
2OH0,40.3443,-82.9372,z
52CN,40.3439,-121.7726,z
69PA,40.3434,-76.2084,z
K37V,40.3416,-99.9078,z
9CO7,40.3406,-104.573,z
2NJ3,40.3404,-74.8543,z
KFMM,40.3358,-103.8044,z
9IS9,40.3345,-88.9554,z
KDYL,40.333,-75.1223,z
0PA0,40.3312,-75.2481,z
31D,40.3312,-79.7802,z
K78Y,40.3307,-94.8348,z
5IS9,40.3306,-91.0501,z
K3N6,40.3299,-74.3468,z
8PA6,40.3293,-77.1676,z
PS54,40.3293,-75.2816,z
K11V,40.3288,-104.6146,z
K4I3,40.3287,-82.5238,z
7NE8,40.3279,-100.791,z
23IS,40.3257,-90.8276,z
LTAW,40.3247,36.3906,z
63PA,40.3222,-76.1007,z
LTBG,40.318,27.9777,z
41CA,40.3176,-123.254,z
OH09,40.3151,-82.2437,z
86CO,40.3136,-105.145,z
6CO6,40.3119,-105.1458,z
KI40,40.3092,-81.8534,z
OI38,40.3084,-83.6135,z
KCSB,40.3066,-100.162,z
PA85,40.3048,-75.5335,z
KBIE,40.3013,-96.7541,z
54MU,40.3004,-95.1122,z
KAOO,40.2964,-78.32,z
OH71,40.2954,-82.73,z
UD21,40.2941,44.5646,z
KTIP,40.2936,-88.1424,z
08N,40.2918,-76.3288,z
15NE,40.2879,-98.8282,z
58N,40.2876,-76.5775,z
NE21,40.2864,-99.5936,z
LGKZ,40.2861,21.8408,z
3IL9,40.281,-89.3126,z
KDLZ,40.2797,-83.1148,z
K74V,40.2783,-110.051,z
NJ46,40.277,-74.3879,z
75K,40.2769,-94.0077,z
KTTN,40.2767,-74.8135,z
KLBE,40.2759,-79.4048,z
KFKR,40.2734,-86.5622,z
17CO,40.2723,-105.0326,z
OI85,40.2684,-83.2216,z
KAHC,40.2662,-120.153,z
2II6,40.2645,-86.1025,z
K7V5,40.2643,-103.577,z
IS08,40.2639,-90.2345,z
UT83,40.2638,-110.8652,z
34CD,40.2627,-105.448,z
KK19,40.2622,-94.339,z
0II0,40.2584,-85.2533,z
LTBR,40.2552,29.5626,z
8CO0,40.2492,-103.9945,z
2PN5,40.2484,-78.3608,z
80G,40.2478,-81.736,z
LETI,40.2439,-4.7944,z
UT99,40.2433,-112.092,z
56IS,40.2432,-88.084,z
KMIE,40.2423,-85.3959,z
KI12,40.2414,-84.1509,z
KPTW,40.2396,-75.5567,z
LIBN,40.2392,18.1333,z
K8G6,40.2384,-81.0129,z
LEMT,40.235,-4.0264,z
LTBE,40.2332,29.0056,z
I99,40.2325,-85.6375,z
NE95,40.2293,-100.8568,z
2II3,40.2293,-85.8163,z
IL94,40.2263,-89.2429,z
KMRT,40.2247,-83.3516,z
9I0,40.2227,-90.0228,z
OH44,40.2203,-82.947,z
PA55,40.2199,-77.1181,z
IL56,40.2195,-88.2542,z
LL34,40.2193,-88.922,z
KPVU,40.2192,-111.723,z
KCXY,40.2171,-76.8515,z
UTDL,40.2154,69.6947,z
05CO,40.215,-104.9844,z
KN87,40.2139,-74.6018,z
LECH,40.2139,0.0733,z
KT42,40.2113,-123.298,z
KFWQ,40.2097,-79.8314,z
0CO8,40.2083,-105.013,z
KMCK,40.2078,-100.5928,z
OA51,40.2061,-83.2286,z
LTFK,40.2045,25.8833,z
KVES,40.2044,-84.5319,z
LESS,40.2042,-2.1439,z
N10,40.204,-75.4303,z
KDNV,40.1991,-87.5966,z
KDPG,40.1974,-112.9351,z
5NE2,40.1958,-95.6294,z
5OI8,40.1937,-82.6567,z
KMDT,40.1935,-76.7634,z
RJSR,40.1919,140.371,z
KU69,40.1919,-110.381,z
9V2,40.188,-101.0258,z
KN94,40.1879,-77.1743,z
KBLM,40.1869,-74.1249,z
68PN,40.186,-80.4806,z
05OH,40.1845,-81.9206,z
IS26,40.1834,-88.6153,z
MU38,40.1789,-93.1317,z
04IS,40.1786,-88.569,z
K5I4,40.1779,-86.2173,z
KAKO,40.1756,-103.222,z
KHLG,40.175,-80.6463,z
KI22,40.1689,-84.9257,z
1CD2,40.1674,-104.7986,z
KI17,40.1647,-84.3084,z
KLMO,40.1637,-105.163,z
ZLDH,40.1611,94.8092,z
LPCO,40.1588,-8.4708,z
KAAA,40.1587,-89.335,z
83OA,40.1586,-84.5942,z
O03,40.1575,-75.8692,z
7I2,40.1554,-85.3189,z
OH82,40.1534,-81.9735,z
0OH7,40.1527,-84.1734,z
KHJH,40.1519,-97.584,z
KRBL,40.1507,-122.252,z
ZKUJ,40.15,124.5011,z
UDYZ,40.1473,44.3959,z
KC16,40.1464,-88.1985,z
KSPK,40.145,-111.6677,z
05PS,40.1431,-77.8622,z
LPLZ,40.143,-8.241,z
7IS3,40.1429,-89.0923,z
45CL,40.1419,-123.3991,z
32IS,40.1406,-89.996,z
KH37,40.1388,-120.179,z
LTBH,40.1377,26.4268,z
KLOM,40.1375,-75.2651,z
KAFJ,40.1365,-80.2902,z
KI74,40.1326,-83.7534,z
22D,40.1306,-80.0962,z
K6M6,40.1292,-91.6783,z
LTAC,40.1281,32.9951,z
5MO6,40.128,-92.2911,z
88PS,40.1227,-76.4193,z
UT1A,40.1215,70.6672,z
NV39,40.1211,-118.4065,z
18II,40.12,-86.0683,z
5K4,40.1175,-90.5904,z
7LL4,40.1173,-88.759,z
UTSA,40.1172,65.1708,z
50K,40.1161,-96.1945,z
4D9,40.1121,-99.3464,z
0LL5,40.11,-88.0784,z
IL82,40.1095,-88.8287,z
P45,40.1084,-79.5414,z
4OA8,40.1083,-84.2993,z
IL80,40.1082,-88.6831,z
8CO8,40.108,-102.724,z
PS67,40.1062,-80.4309,z
CO58,40.1058,-104.955,z
CO60,40.1053,-104.4297,z
K2V6,40.1042,-102.713,z
PN95,40.1013,-80.039,z
K2V5,40.1003,-102.241,z
K18V,40.1,-104.701,z
8NE7,40.0999,-99.0043,z
K4V0,40.094,-108.763,z
NE57,40.0937,-96.4796,z
WV43,40.0931,-80.7179,z
NE04,40.0923,-98.3477,z
38I,40.0912,-83.6894,z
KHMZ,40.086,-78.5134,z
KTRX,40.0835,-93.5906,z
KPNE,40.0824,-75.0106,z
K7V7,40.0821,-98.5414,z
2PN4,40.0818,-78.9455,z
KOSU,40.0798,-83.073,z
KFNB,40.0788,-95.592,z
MU33,40.0763,-92.3194,z
4IS7,40.0731,-88.3995,z
II42,40.0686,-85.9222,z
KN12,40.0668,-74.1777,z
KLOL,40.0664,-118.565,z
UTAK,40.0633,53.0072,z
83OH,40.0623,-84.3794,z
ZBDT,40.0616,113.48,z
K42V,40.058,-101.547,z
NE92,40.0553,-96.6613,z
5G2,40.0542,-78.847,z
N42,40.0537,-77.4617,z
K20V,40.0534,-106.3691,z
34II,40.0508,-85.6023,z
I72,40.0495,-86.1604,z
K12K,40.0464,-98.0601,z
1OA1,40.0459,-84.3344,z
H63,40.0431,-99.2509,z
UA30,40.0429,70.8378,z
2IN6,40.0419,-85.9169,z
S37,40.0416,-76.2014,z
KCMI,40.0398,-88.2762,z
K2G9,40.0391,-79.0146,z
KBDU,40.0391,-105.226,z
UT1F,40.0385,53.3287,z
KNEL,40.0333,-74.3533,z
0CO1,40.0333,-105.124,z
9OI8,40.0316,-81.4654,z
KTYQ,40.0307,-86.2514,z
K0Q5,40.0282,-124.0743,z
48PS,40.0279,-78.0943,z
2N6,40.0265,-74.6927,z
ZYDD,40.0255,124.2867,z
8N7,40.0251,-76.4872,z
MO09,40.0228,-91.871,z
IN31,40.0223,-85.7539,z
KI54,40.0201,-83.8285,z
07N,40.0168,-77.0039,z
2PS3,40.0158,-77.0424,z
5IG9,40.0156,-85.4327,z
KWRI,40.0156,-74.5917,z
UTTZ,40.014,68.411,z
2OH6,40.012,-84.2813,z
KEIK,40.0102,-105.048,z
NV64,40.0083,-117.392,z
K6I4,40.0073,-86.4406,z
0CD7,40.0039,-105.0719,z
I80,40.0036,-85.9647,z
LECN,39.9984,0.0264,z
KCMH,39.998,-82.8919,z
78MO,39.9953,-91.689,z
OI06,39.9917,-84.2916,z
4MO3,39.9915,-92.4942,z
37I,39.9909,-84.2705,z
KOQN,39.9901,-75.5819,z
KI63,39.9875,-90.8042,z
CO12,39.9835,-104.7046,z
5MO9,39.9825,-92.8644,z
3NJ1,39.9821,-74.6927,z
KMQS,39.979,-75.8655,z
9MO4,39.9784,-94.8752,z
4IN4,39.9767,-87.1812,z
LTCT,39.9766,43.8766,z
LPMF,39.9764,-6.9066,z
KCFJ,39.9756,-86.9199,z
KCDI,39.975,-81.5776,z
KK06,39.9734,-90.4037,z
KN68,39.9731,-77.6433,z
41IG,39.9725,-86.9976,z
41CO,39.9712,-107.6111,z
ZBSH,39.9687,119.7306,z
OA23,39.9687,-84.539,z
NV30,39.9647,-117.8274,z
57II,39.9642,-86.5675,z
CO56,39.9641,-104.463,z
9OA5,39.9612,-82.5407,z
KVVS,39.9609,-79.6577,z
ZBBB,39.9586,116.2568,z
LTCE,39.9565,41.1702,z
PA84,39.9538,-76.9093,z
OI56,39.9532,-82.6407,z
LTAD,39.9498,32.6886,z
KZZV,39.9444,-81.8921,z
K2O1,39.9439,-120.945,z
KVAY,39.9429,-74.8457,z
KUIN,39.9427,-91.1946,z
3NJ9,39.9411,-74.7708,z
LEOC,39.9375,-3.5033,z
KUMP,39.9352,-86.045,z
LTAB,39.935,32.7408,z
KN14,39.9343,-74.8073,z
PN98,39.9335,-78.9341,z
KUYF,39.9327,-83.462,z
2OA4,39.9314,-83.9089,z
3OH0,39.9303,-84.0134,z
WV44,39.9292,-80.7651,z
KMJX,39.9275,-74.2924,z
4PS5,39.9205,-79.9482,z
II13,39.9203,-85.5986,z
LIET,39.9188,9.683,z
71PN,39.9182,-77.0455,z
LGLM,39.9171,25.2363,z
KTHV,39.917,-76.873,z
K3I7,39.9133,-84.4004,z
04I,39.9115,-83.1886,z
KBJC,39.9088,-105.117,z
OA86,39.9074,-83.3603,z
KK83,39.906,-95.7763,z
CD17,39.9059,-104.122,z
KN73,39.9042,-74.7495,z
KDAY,39.9024,-84.2194,z
UB13,39.9014,46.787,z
KTZR,39.9012,-83.1369,z
KWAY,39.9011,-80.1307,z
LIER,39.8953,8.6427,z
1MO4,39.8917,-93.8641,z
TWC,39.8867,79.2334,z
01II,39.885,-86.5067,z
14PS,39.8844,-76.1186,z
6II7,39.8832,-86.5818,z
KMPG,39.8808,-80.7358,z
IL12,39.88,-90.4651,z
KUWL,39.8759,-85.3265,z
96IS,39.875,-87.845,z
5PA0,39.8728,-79.9553,z
KPHL,39.8719,-75.2411,z
68CO,39.8702,-104.1412,z
NV23,39.8691,-119.703,z
1OH8,39.8667,-83.6333,z
SN75,39.8664,-95.3421,z
LEMH,39.8626,4.2187,z
LESL,39.8619,4.2517,z
KDEN,39.8617,-104.673,z
PS49,39.86,-78.9877,z
I62,39.8598,-84.4352,z
9N2,39.859,-75.2996,z
II78,39.8584,-85.6016,z
PN55,39.8584,-79.8234,z
ZLJQ,39.8569,98.3414,z
KMYZ,39.8564,-96.6307,z
96CO,39.8564,-104.396,z
12II,39.8563,-84.9735,z
II68,39.855,-86.9592,z
9W8,39.8527,-76.4851,z
K93M,39.8491,-91.5949,z
LPCB,39.847,-7.4411,z
KSPI,39.8441,-89.6779,z
77NV,39.8436,-119.6865,z
KMQJ,39.8435,-85.8971,z
KW05,39.8412,-77.2747,z
KADT,39.8412,-101.0432,z
KSGH,39.8403,-83.8402,z
2NV2,39.8356,-119.6759,z
12OH,39.8348,-84.3335,z
0P1,39.8321,-99.5688,z
KEYE,39.8307,-86.2944,z
LPMR,39.8283,-8.8875,z
KFFO,39.8261,-84.0483,z
IN45,39.825,-86.884,z
UAFI,39.8247,69.5688,z
NV96,39.8236,-119.6583,z
11IN,39.8192,-86.5382,z
KO02,39.8185,-120.353,z
5KS8,39.8182,-101.3493,z
KRPB,39.8179,-97.6596,z
1II8,39.814,-85.8192,z
KLCK,39.8138,-82.9278,z
LTAR,39.8138,36.9035,z
9PS8,39.8127,-77.3027,z
NJ20,39.8126,-74.4246,z
LTBY,39.8099,30.5194,z
KTKO,39.805,-98.2206,z
KCIC,39.7956,-121.8577,z
2OH8,39.7953,-83.2232,z
0P2,39.7952,-76.6477,z
II82,39.7942,-86.5778,z
PA08,39.7934,-77.7781,z
ZBUH,39.7934,106.7993,z
KGFD,39.7907,-85.735,z
KO09,39.7902,-123.266,z
NJ25,39.7897,-75.2285,z
KFTG,39.7842,-104.5376,z
LTBI,39.7841,30.5821,z
0IL7,39.7829,-88.5467,z
KCHT,39.7822,-93.4957,z
K96,39.7809,-88.3062,z
93KS,39.78,-96.0847,z
LPJF,39.7799,-8.8202,z
K4G5,39.779,-81.1028,z
K19N,39.7784,-74.9478,z
UTSB,39.775,64.4833,z
KIJX,39.7746,-90.2383,z
50II,39.7734,-86.7549,z
KSTJ,39.7719,-94.9097,z
5IS4,39.7661,-88.7795,z
I44,39.7651,-84.3432,z
69MU,39.7642,-94.6274,z
KK82,39.7624,-98.7945,z
KSYF,39.7611,-101.796,z
61KS,39.7589,-95.0958,z
KRID,39.7572,-84.8428,z
KLHQ,39.7556,-82.6571,z
2KS6,39.7504,-96.0268,z
K7L8,39.75,-86.0139,z
K2R2,39.7481,-86.4738,z
ZKSD,39.7452,127.474,z
3IS3,39.7392,-89.1461,z
IL97,39.737,-89.8098,z
KU14,39.7368,-111.8701,z
47MO,39.7367,-93.9913,z
KPHG,39.7358,-99.3171,z
7N7,39.7356,-75.3977,z
KK38,39.7353,-97.0476,z
6II2,39.7334,-85.7233,z
KK89,39.7287,-92.4645,z
38II,39.7286,-86.8225,z
KEZZ,39.7276,-94.2764,z
4II8,39.7256,-85.7149,z
MD61,39.7246,-76.0709,z
KHAE,39.7245,-91.4437,z
00IG,39.724,-101.396,z
CL56,39.7196,-121.871,z
KIND,39.7173,-86.2944,z
LELT,39.7169,-3.3206,z
CA92,39.7103,-121.6165,z
LTCD,39.7102,39.527,z
8LL3,39.7092,-89.4898,z
KHGR,39.7088,-77.728,z
K17N,39.7055,-75.033,z
3IS1,39.7028,-89.2096,z
63OH,39.7028,-83.0939,z
KBKF,39.7017,-104.752,z
NJ24,39.7011,-74.4044,z
KPRG,39.7002,-87.6696,z
5CO4,39.6992,-104.2564,z
KCEV,39.6985,-85.1297,z
LGIO,39.6964,20.8225,z
9CO2,39.6961,-104.476,z
OH59,39.696,-84.4482,z
1IS3,39.6956,-89.0595,z
62OH,39.6945,-82.4675,z
KW35,39.6926,-78.1661,z
KI86,39.6916,-82.1978,z
I19,39.6908,-83.9926,z
UT1P,39.6868,64.5482,z
8IN9,39.6856,-86.6022,z
3IS5,39.6854,-89.5987,z
38OI,39.6849,-83.0705,z
25KS,39.6833,-99.1284,z
17MU,39.6828,-94.3721,z
KI73,39.6822,-84.239,z
MD88,39.68,-76.4528,z
7OA7,39.6792,-83.8708,z
K91,39.6792,-95.5336,z
KILG,39.6787,-75.6065,z
LPCR,39.6715,-31.1136,z
16MD,39.6686,-75.9603,z
KN81,39.6675,-74.7577,z
K4SD,39.6674,-119.876,z
ZBDH,39.6664,119.0614,z
K31E,39.6654,-74.3079,z
JY39,39.6611,-75.4653,z
LTCO,39.6556,43.0257,z
C01,39.6556,-75.0144,z
KI71,39.6542,-81.8032,z
8II2,39.6526,-84.8664,z
CA38,39.6522,-120.4399,z
JY08,39.6505,-75.2856,z
LGLR,39.6503,22.4655,z
4MD7,39.6453,-77.3678,z
CO92,39.6445,-103.6417,z
KMGW,39.6433,-79.9176,z
IS54,39.6431,-89.1445,z
KEGE,39.6426,-106.918,z
KPPQ,39.6389,-90.7784,z
85IL,39.6369,-88.6194,z
9KS4,39.6364,-98.3598,z
MD20,39.6359,-77.1229,z
KK52,39.6344,-91.727,z
7KS4,39.6333,-95.4392,z
K4I7,39.6326,-86.8138,z
KHFY,39.6284,-86.0879,z
4MD6,39.625,-76.2625,z
OI52,39.6241,-83.7836,z
MD42,39.6194,-77.2285,z
LTBF,39.6193,27.926,z
0MU4,39.6161,-92.8669,z
RJSK,39.6156,140.219,z
KCBE,39.6154,-78.7609,z
KPUC,39.6139,-110.751,z
5LL2,39.6084,-88.8584,z
KDMW,39.6083,-77.0077,z
OITP,39.6036,47.8815,z
LGKR,39.602,19.912,z
CO47,39.6,-106.974,z
LESB,39.5989,2.7028,z
UBBF,39.5946,47.1961,z
4KS8,39.5929,-101.5927,z
KMGY,39.589,-84.2249,z
93IN,39.5886,-85.7361,z
KGEZ,39.586,-85.804,z
99II,39.5835,-86.9525,z
43OA,39.5814,-84.0928,z
KO79,39.581,-120.354,z
K2G4,39.5808,-79.3357,z
K58M,39.5742,-75.8698,z
II09,39.5731,-86.6187,z
7NJ7,39.5715,-75.2149,z
90CL,39.5712,-122.6075,z
KK59,39.5705,-95.1803,z
KI23,39.5704,-83.4205,z
KAPA,39.5701,-104.849,z
K0W3,39.5668,-76.2024,z
LEMX,39.5621,-3.2508,z
3OH9,39.562,-83.8578,z
93MD,39.5618,-75.8348,z
IN64,39.5609,-86.204,z
8OA7,39.5571,-81.7806,z
9MO9,39.5564,-93.249,z
OI27,39.5557,-81.5677,z
67MD,39.5547,-77.2306,z
LTFD,39.5546,27.0138,z
1MU8,39.5542,-94.9986,z
OH77,39.5531,-83.8541,z
LEPA,39.5517,2.7388,z
K3I3,39.5472,-87.3786,z
ZWSH,39.5429,76.02,z
M06,39.5415,-76.0697,z
28N,39.5376,-74.9663,z
KTAZ,39.5342,-89.3278,z
0II9,39.5326,-86.5767,z
II07,39.5324,-86.8324,z
KMWO,39.531,-84.3953,z
KRIL,39.5263,-107.727,z
29N,39.524,-75.0463,z
70II,39.5222,-85.6861,z
58II,39.5209,-85.8995,z
KEVY,39.5204,-75.7204,z
MO46,39.5203,-91.1718,z
25IL,39.5164,-89.8696,z
KWLW,39.5164,-122.218,z
KCYO,39.516,-82.9821,z
IN88,39.514,-86.764,z
89IN,39.5112,-86.3847,z
ZBAD,39.5099,116.4109,z
KGWS,39.5083,-107.311,z
65KS,39.5078,-98.5862,z
KI66,39.5033,-83.8628,z
KOXD,39.5023,-84.7844,z
W42,39.5015,-76.4111,z
UT09,39.5009,-110.1797,z
78I,39.5008,-86.6919,z
MD99,39.5006,-79.0723,z
MO94,39.5,-94.5802,z
KRNO,39.4991,-119.768,z
KFLX,39.4991,-118.749,z
52K,39.4979,-96.1753,z
CO25,39.4949,-103.7274,z
ZBDS,39.4935,109.8599,z
8MO7,39.4917,-95.0066,z
LEVC,39.4893,-0.4816,z
89NJ,39.4892,-74.7236,z
1IN1,39.4884,-86.6531,z
MD03,39.4884,-75.8115,z
KOVE,39.4878,-121.622,z
IN01,39.4861,-86.1486,z
IN49,39.4855,-85.8032,z
II93,39.4839,-86.2269,z
WV15,39.4834,-78.9264,z
UT1H,39.4806,54.366,z
IL39,39.4803,-87.8446,z
KMTO,39.4779,-88.2792,z
0I2,39.4767,-87.0997,z
2OH9,39.4767,-84.0938,z
LPTN,39.4751,-8.3646,z
LERE,39.4747,-1.0344,z
MD74,39.4743,-77.1953,z
MD48,39.4734,-76.5002,z
7MO1,39.4731,-91.709,z
00N,39.473,-75.1843,z
82CL,39.4724,-123.7953,z
KK61,39.4712,-98.1288,z
JY17,39.4697,-75.2763,z
42MD,39.4683,-79.4253,z
K9U3,39.4677,-117.1976,z
2W2,39.467,-77.0174,z
KAPG,39.4662,-76.1688,z
6IN4,39.466,-85.6993,z
KMBY,39.4644,-92.4284,z
CO18,39.464,-104.258,z
KI68,39.4622,-84.2518,z
MU40,39.4613,-92.0105,z
MD73,39.4583,-77.1496,z
F25,39.4552,-121.292,z
67MU,39.4542,-91.3959,z
KHUF,39.4515,-87.3076,z
KO28,39.4513,-123.3724,z
1Q5,39.4499,-122.955,z
WV65,39.449,-80.0118,z
WV19,39.4486,-79.693,z
4G7,39.4482,-80.167,z
1MU2,39.4448,-94.6641,z
79IS,39.4442,-90.5577,z
K3G5,39.4437,-79.6752,z
6KS2,39.4417,-100.6274,z
KRZT,39.4404,-83.0231,z
4MO6,39.4395,-91.1162,z
KK75,39.4336,-98.6795,z
2CD4,39.4308,-107.6231,z
4MD2,39.4304,-79.4543,z
RJSI,39.4286,141.135,z
SN33,39.4282,-97.1241,z
KILN,39.4279,-83.7921,z
KCBK,39.4275,-101.047,z
00CL,39.4272,-121.7634,z
LTBN,39.4267,30.0169,z
3FK,39.4264,-86.0583,z
70IL,39.4235,-89.5657,z
K5K1,39.42,-89.9912,z
KNFL,39.4166,-118.701,z
1NV1,39.4127,-118.8358,z
ZKSC,39.4125,125.8903,z
UT1J,39.4115,53.199,z
18WV,39.41,-79.8567,z
92MU,39.4091,-94.6062,z
N50,39.4084,-75.2371,z
2MD5,39.4079,-76.9276,z
IN99,39.407,-86.3057,z
LP77,39.4024,-8.2891,z
16CO,39.4023,-108.076,z
KMRB,39.4019,-77.9846,z
MO11,39.4003,-91.5808,z
SN99,39.4,-96.617,z
2CD6,39.3949,-104.547,z
KEDG,39.3916,-76.2911,z
IG03,39.3913,-86.5971,z
4CO0,39.3896,-107.1637,z
KCYW,39.3871,-97.1572,z
KDTA,39.3806,-112.508,z
